,losses,counter
0,2.309810161590576,0
1,2.2944869995117188,640
2,2.3029801845550537,1280
3,2.2918124198913574,1920
4,2.287381887435913,2560
5,2.2739346027374268,3200
6,2.2495546340942383,3840
7,2.2400522232055664,4480
8,2.149352550506592,5120
9,2.1013071537017822,5760
10,1.8846540451049805,6400
11,1.5541187524795532,7040
12,1.2075344324111938,7680
13,1.1537668704986572,8320
14,0.9139000177383423,8960
15,1.0473425388336182,9600
16,0.6202467679977417,10240
17,0.6192878484725952,10880
18,0.7098858952522278,11520
19,0.4975036084651947,12160
20,0.6241607069969177,12800
21,0.49292558431625366,13440
22,0.31580179929733276,14080
23,0.41249847412109375,14720
24,0.7526031732559204,15360
25,0.34874364733695984,16000
26,0.39564457535743713,16640
27,0.47260183095932007,17280
28,0.6522496342658997,17920
29,0.41436776518821716,18560
30,0.4528036117553711,19200
31,0.43825897574424744,19840
32,0.28296995162963867,20480
33,0.46456095576286316,21120
34,0.37927359342575073,21760
35,0.6636527180671692,22400
36,0.36730286478996277,23040
37,0.2528412938117981,23680
38,0.22519659996032715,24320
39,0.38056856393814087,24960
40,0.24973459541797638,25600
41,0.493319034576416,26240
42,0.22056706249713898,26880
43,0.5003865957260132,27520
44,0.374847412109375,28160
45,0.5194908976554871,28800
46,0.3855719566345215,29440
47,0.227878138422966,30080
48,0.5064433813095093,30720
49,0.12154845148324966,31360
50,0.45998087525367737,32000
51,0.2410770207643509,32640
52,0.34761667251586914,33280
53,0.25740697979927063,33920
54,0.20683644711971283,34560
55,0.34469565749168396,35200
56,0.2866044044494629,35840
57,0.26410162448883057,36480
58,0.15508872270584106,37120
59,0.3349757492542267,37760
60,0.16884255409240723,38400
61,0.30769631266593933,39040
62,0.13005821406841278,39680
63,0.25311708450317383,40320
64,0.20739257335662842,40960
65,0.21301959455013275,41600
66,0.2755320966243744,42240
67,0.30789050459861755,42880
68,0.25774362683296204,43520
69,0.23259569704532623,44160
70,0.12026329338550568,44800
71,0.300287663936615,45440
72,0.20736253261566162,46080
73,0.29272225499153137,46720
74,0.32073795795440674,47360
75,0.30790001153945923,48000
76,0.07785920798778534,48640
77,0.2077280879020691,49280
78,0.12660127878189087,49920
79,0.17644865810871124,50560
80,0.1751694679260254,51200
81,0.12838099896907806,51840
82,0.11069634556770325,52480
83,0.11523424834012985,53120
84,0.21760593354701996,53760
85,0.14001186192035675,54400
86,0.34657788276672363,55040
87,0.10630494356155396,55680
88,0.21460285782814026,56320
89,0.15004047751426697,56960
90,0.09123881161212921,57600
91,0.12813758850097656,58240
92,0.17166724801063538,58880
93,0.5123106241226196,59520
94,0.10259029269218445,60000
95,0.3194732367992401,60640
96,0.16981537640094757,61280
97,0.22640228271484375,61920
98,0.1525169163942337,62560
99,0.20824213325977325,63200
100,0.15305402874946594,63840
101,0.06117354333400726,64480
102,0.05624401196837425,65120
103,0.046482689678668976,65760
104,0.3781092166900635,66400
105,0.3361891508102417,67040
106,0.059369027614593506,67680
107,0.16661420464515686,68320
108,0.07206935435533524,68960
109,0.12517528235912323,69600
110,0.059794697910547256,70240
111,0.17036156356334686,70880
112,0.3285463750362396,71520
113,0.1229548528790474,72160
114,0.2745901644229889,72800
115,0.26939812302589417,73440
116,0.11719188094139099,74080
117,0.10982530564069748,74720
118,0.14827539026737213,75360
119,0.1376981884241104,76000
120,0.18653954565525055,76640
121,0.12705740332603455,77280
122,0.19637924432754517,77920
123,0.08201400190591812,78560
124,0.19443772733211517,79200
125,0.14356347918510437,79840
126,0.3418438732624054,80480
127,0.10587459802627563,81120
128,0.11755611002445221,81760
129,0.10770976543426514,82400
130,0.16445839405059814,83040
131,0.06060939282178879,83680
132,0.24975627660751343,84320
133,0.3277167081832886,84960
134,0.2372913360595703,85600
135,0.2069462686777115,86240
136,0.25606104731559753,86880
137,0.07635325193405151,87520
138,0.12348931282758713,88160
139,0.1180572658777237,88800
140,0.11951039731502533,89440
141,0.20729584991931915,90080
142,0.07299534976482391,90720
143,0.06347984820604324,91360
144,0.24645592272281647,92000
145,0.1494225412607193,92640
146,0.06331603229045868,93280
147,0.23398233950138092,93920
148,0.07928074151277542,94560
149,0.042778074741363525,95200
150,0.1006162241101265,95840
151,0.019722890108823776,96480
152,0.11012476682662964,97120
153,0.10085580497980118,97760
154,0.12320330739021301,98400
155,0.02587616629898548,99040
156,0.19569092988967896,99680
157,0.06665175408124924,100320
158,0.23229113221168518,100960
159,0.06257114559412003,101600
160,0.09005802869796753,102240
161,0.19905230402946472,102880
162,0.09621811658143997,103520
163,0.07173815369606018,104160
164,0.050619419664144516,104800
165,0.07408176362514496,105440
166,0.09086697548627853,106080
167,0.11905469000339508,106720
168,0.049616433680057526,107360
169,0.13416512310504913,108000
170,0.15592153370380402,108640
171,0.1070830300450325,109280
172,0.1233135238289833,109920
173,0.07687058299779892,110560
174,0.0481649786233902,111200
175,0.15561452507972717,111840
176,0.16417531669139862,112480
177,0.1213318258523941,113120
178,0.047465160489082336,113760
179,0.16130313277244568,114400
180,0.08748222142457962,115040
181,0.042134370654821396,115680
182,0.08552983403205872,116320
183,0.047184139490127563,116960
184,0.053255051374435425,117600
185,0.0700630247592926,118240
186,0.11567554622888565,118880
187,0.0825703963637352,119520
